$,
XXH,
JDAY,DGP
44457.92,1.2
44457.96,1.2
44458,1.2
44458.04,1.2
44458.08,1.2
44458.12,1.2
44458.17,1.2
44458.21,1.2
44458.25,1.2
44458.29,1.2
44458.33,1.2
44458.38,1.2
44458.42,1.2
44458.46,1.2
44458.5,1.2
44458.54,1.2
44458.58,1.2
44458.62,1.2
44458.67,1.2
44458.71,1.2
44458.75,1.2
44458.79,1.2
44458.83,1.2
44458.88,1.2
44458.92,1.2
44458.96,1.2
44459,1.2
44459.04,1.2
44459.08,1.2
44459.12,1.2
44459.17,1.2
44459.21,1.2
44459.25,1.2
44459.29,1.2
44459.33,1.2
44459.38,1.2
44459.42,1.2
44459.46,1.2
44459.5,1.2
44459.54,1.2
44459.58,1.2
44459.62,1.2
44459.67,1.2
44459.71,1.2
44459.75,1.2
44459.79,1.2
44459.83,1.2
44459.88,1.2
44459.92,1.2
44459.96,1.2
44460,1.2
44460.04,1.2
44460.08,1.2
44460.12,1.2
44460.17,1.2
44460.21,1.2
44460.25,1.2
44460.29,1.2
44460.33,1.2
44460.38,1.2
44460.42,1.2
44460.46,1.2
44460.5,1.2
44460.54,1.2
44460.58,1.2
44460.62,1.2
44460.67,1.2
44460.71,1.2
44460.75,1.2
44460.79,1.2
44460.83,1.2
44460.88,1.2
44460.92,1.2
44460.96,1.2
44461,1.2
44461.04,1.2
44461.08,1.2
44461.12,1.2
44461.17,1.2
44461.21,1.2
44461.25,1.2
44461.29,1.2
44461.33,1.2
44461.38,1.2
44461.42,1.2
44461.46,1.2
44461.5,1.2
44461.54,1.2
44461.58,1.2
44461.62,1.2
44461.67,1.2
44461.71,1.2
44461.75,1.2
44461.79,1.2
44461.83,1.2
44461.88,1.2
44461.92,1.2
44461.96,1.2
44462,1.2
44462.04,1.2
44462.08,1.2
44462.12,1.2
44462.17,1.2
44462.21,1.2
44462.25,1.2
44462.29,1.2
44462.33,1.2
44462.38,1.2
44462.42,1.2
44462.46,1.2
44462.5,1.2
44462.54,1.2
44462.58,1.2
44462.62,1.2
44462.67,1.2
44462.71,1.2
44462.75,1.2
44462.79,1.2
44462.83,1.2
44462.88,1.2
44462.92,1.2
44462.96,1.2
44463,1.2
44463.04,1.2
44463.08,1.2
44463.12,1.2
44463.17,1.2
44463.21,1.2
44463.25,1.2
44463.29,1.2
44463.33,1.2
44463.38,1.2
44463.42,1.2
44463.46,1.2
44463.5,1.2
44463.54,1.2
44463.58,1.2
44463.62,1.2
44463.67,1.2
44463.71,1.2
44463.75,1.2
44463.79,1.2
44463.83,1.2
44463.88,1.2
44463.92,1.2
44463.96,1.2
44464,1.2
44464.04,1.2
44464.08,1.2
44464.12,1.2
44464.17,1.2
44464.21,1.2
44464.25,1.2
44464.29,1.2
44464.33,1.2
44464.38,1.2
44464.42,1.2
44464.46,1.2
44464.5,1.2
44464.54,1.2
44464.58,1.2
44464.62,1.2
44464.67,1.2
44464.71,1.2
44464.75,1.2
44464.79,1.2
44464.83,1.2
44464.88,1.2
44464.92,1.2
44464.96,1.2
44465,1.2
44465.04,1.2
44465.08,1.2
44465.12,1.2
44465.17,1.2
44465.21,1.2
44465.25,1.2
44465.29,1.2
44465.33,1.2
44465.38,1.2
44465.42,1.2
44465.46,1.2
44465.5,1.2
44465.54,1.2
44465.58,1.2
44465.62,1.2
44465.67,1.2
44465.71,1.2
44465.75,1.2
44465.79,1.2
44465.83,1.2
44465.88,1.2
44465.92,1.2
44465.96,1.2
44466,1.2
44466.04,1.2
44466.08,1.2
44466.12,1.2
44466.17,1.2
44466.21,1.2
44466.25,1.2
44466.29,1.2
44466.33,1.2
44466.38,1.2
44466.42,1.2
44466.46,1.2
44466.5,1.2
44466.54,1.2
44466.58,1.2
44466.62,1.2
44466.67,1.2
44466.71,1.2
44466.75,1.2
44466.79,1.2
44466.83,1.2
44466.88,1.2
44466.92,1.2
44466.96,1.2
44467,1.2
44467.04,1.2
44467.08,1.2
44467.12,1.2
44467.17,1.2
44467.21,1.2
44467.25,1.2
44467.29,1.2
44467.33,1.2
44467.38,1.2
44467.42,1.2
44467.46,1.2
44467.5,1.2
44467.54,1.2
44467.58,1.2
44467.62,1.2
44467.67,1.2
44467.71,1.2
44467.75,1.2
44467.79,1.2
44467.83,1.2
44467.88,1.2
44467.92,1.2
44467.96,1.2
44468,1.2
44468.04,1.2
44468.08,1.2
44468.12,1.2
44468.17,1.2
44468.21,1.2
44468.25,1.2
44468.29,1.2
44468.33,1.2
44468.38,1.2
44468.42,1.2
44468.46,1.2
44468.5,1.2
44468.54,1.2
44468.58,1.2
44468.62,1.2
44468.67,1.2
44468.71,1.2
44468.75,1.2
44468.79,1.2
44468.83,1.2
44468.88,1.2
44468.92,1.2
44468.96,1.2
44469,1.2
44469.04,1.2
44469.08,1.2
44469.12,1.2
44469.17,1.2
44469.21,1.2
44469.25,1.2
44469.29,1.2
44469.33,1.2
44469.38,1.2
44469.42,1.2
44469.46,1.2
44469.5,1.2
44469.54,1.2
44469.58,1.2
44469.62,1.2
44469.67,1.2
44469.71,1.2
44469.75,1.2
44469.79,1.2
44469.83,1.2
44469.88,1.2
44469.92,1.2
44469.96,1.2
44470,1.2
44470.04,1.2
44470.08,1.2
44470.12,1.2
44470.17,1.2
44470.21,1.2
44470.25,1.2
44470.29,1.2
44470.33,1.2
44470.38,1.2
44470.42,1.2
44470.46,1.2
44470.5,1.2
44470.54,1.2
44470.58,1.2
44470.62,1.2
44470.67,1.2
44470.71,1.2
44470.75,1.2
44470.79,1.2
44470.83,1.2
44470.88,1.2
44470.92,1.2
44470.96,1.2
44471,1.2
44471.04,1.2
44471.08,1.2
44471.12,1.2
44471.17,1.2
44471.21,1.2
44471.25,1.2
44471.29,1.2
44471.33,1.2
44471.38,1.2
44471.42,1.2
44471.46,1.2
44471.5,1.2
44471.54,1.2
44471.58,1.2
44471.62,1.2
44471.67,1.2
44471.71,1.2
44471.75,1.2
44471.79,1.2
44471.83,1.2
44471.88,1.2
44471.92,1.2
44471.96,1.2
44472,1.2
44472.04,1.2
44472.08,1.2
44472.12,1.2
44472.17,1.2
44472.21,1.2
44472.25,1.2
44472.29,1.2
44472.33,1.2
44472.38,1.2
44472.42,1.2
44472.46,1.2
44472.5,1.2
44472.54,1.2
44472.58,1.2
44472.62,1.2
44472.67,1.2
44472.71,1.2
44472.75,1.2
44472.79,1.2
44472.83,1.2
44472.88,1.2
44472.92,1.2
44472.96,1.2
44473,1.2
44473.04,1.2
44473.08,1.2
44473.12,1.2
44473.17,1.2
44473.21,1.2
44473.25,1.2
44473.29,1.2
44473.33,1.2
44473.38,1.2
44473.42,1.2
44473.46,1.2
44473.5,1.2
44473.54,1.2
44473.58,1.2
44473.62,1.2
44473.67,1.2
44473.71,1.2
44473.75,1.2
44473.79,1.2
44473.83,1.2
44473.88,1.2
44473.92,1.2
44473.96,1.2
44474,1.2
44474.04,1.2
44474.08,1.2
44474.12,1.2
44474.17,1.2
44474.21,1.2
44474.25,1.2
44474.29,1.2
44474.33,1.2
44474.38,1.2
44474.42,1.2
44474.46,1.2
44474.5,1.2
44474.54,1.2
44474.58,1.2
44474.62,1.2
44474.67,1.2
44474.71,1.2
44474.75,1.2
44474.79,1.2
44474.83,1.2
44474.88,1.2
44474.92,1.2
44474.96,1.2
44475,1.2
44475.04,1.2
44475.08,1.2
44475.12,1.2
44475.17,1.2
44475.21,1.2
44475.25,1.2
44475.29,1.2
44475.33,1.2
44475.38,1.2
44475.42,1.2
44475.46,1.2
44475.5,1.2
44475.54,1.2
44475.58,1.2
44475.62,1.2
44475.67,1.2
44475.71,1.2
44475.75,1.2
44475.79,1.2
44475.83,1.2
44475.88,1.2
44475.92,1.2
44475.96,1.2
44476,1.2
44476.04,1.2
44476.08,1.2
44476.12,1.2
44476.17,1.2
44476.21,1.2
44476.25,1.2
44476.29,1.2
44476.33,1.2
44476.38,1.2
44476.42,1.2
44476.46,1.2
44476.5,1.2
44476.54,1.2
44476.58,1.2
44476.62,1.2
44476.67,1.2
44476.71,1.2
44476.75,1.2
44476.79,1.2
44476.83,1.2
44476.88,1.2
44476.92,1.2
44476.96,1.2
44477,1.2
44477.04,1.2
44477.08,1.2
44477.12,1.2
44477.17,1.2
44477.21,1.2
44477.25,1.2
44477.29,1.2
44477.33,1.2
44477.38,1.2
44477.42,1.2
44477.46,1.2
44477.5,1.2
44477.54,1.2
44477.58,1.2
44477.62,1.2
44477.67,1.2
44477.71,1.2
44477.75,1.2
44477.79,1.2
44477.83,1.2
44477.88,1.2
44477.92,1.2
44477.96,1.2
44478,1.2
44478.04,1.2
44478.08,1.2
44478.12,1.2
44478.17,1.2
44478.21,1.2
44478.25,1.2
44478.29,1.2
44478.33,1.2
44478.38,1.2
44478.42,1.2
44478.46,1.2
44478.5,1.2
44478.54,1.2
44478.58,1.2
44478.62,1.2
44478.67,1.2
44478.71,1.2
44478.75,1.2
44478.79,1.2
44478.83,1.2
44478.88,1.2
44478.92,1.2
44478.96,1.2
44479,1.2
44479.04,1.2
44479.08,1.2
44479.12,1.2
44479.17,1.2
44479.21,1.2
44479.25,1.2
44479.29,1.2
44479.33,1.2
44479.38,1.2
44479.42,1.2
44479.46,1.2
44479.5,1.2
44479.54,1.2
44479.58,1.2
44479.62,1.2
44479.67,1.2
44479.71,1.2
44479.75,1.2
44479.79,1.2
44479.83,1.2
44479.88,1.2
44479.92,1.2
44479.96,1.2
44480,1.2
44480.04,1.2
44480.08,1.2
44480.12,1.2
44480.17,1.2
44480.21,1.2
44480.25,1.2
44480.29,1.2
44480.33,1.2
44480.38,1.2
44480.42,1.2
44480.46,1.2
44480.5,1.2
44480.54,1.2
44480.58,1.2
44480.62,1.2
44480.67,1.2
44480.71,1.2
44480.75,1.2
44480.79,1.2
44480.83,1.2
44480.88,1.2
44480.92,1.2
44480.96,1.2
44481,1.2
44481.04,1.2
44481.08,1.2
44481.12,1.2
44481.17,1.2
44481.21,1.2
44481.25,1.2
44481.29,1.2
44481.33,1.2
44481.38,1.2
44481.42,1.2
44481.46,1.2
44481.5,1.2
44481.54,1.2
44481.58,1.2
44481.62,1.2
44481.67,1.2
44481.71,1.2
44481.75,1.2
44481.79,1.2
44481.83,1.2
44481.88,1.2
44481.92,1.2
44481.96,1.2
44482,1.2
44482.04,1.2
44482.08,1.2
44482.12,1.2
44482.17,1.2
44482.21,1.2
44482.25,1.2
44482.29,1.2
44482.33,1.2
44482.38,1.2
44482.42,1.2
44482.46,1.2
44482.5,1.2
44482.54,1.2
44482.58,1.2
44482.62,1.2
44482.67,1.2
44482.71,1.2
44482.75,1.2
44482.79,1.2
44482.83,1.2
44482.88,1.2
44482.92,1.2
44482.96,1.2
44483,1.2
44483.04,1.2
44483.08,1.2
44483.12,1.2
44483.17,1.2
44483.21,1.2
44483.25,1.2
44483.29,1.2
44483.33,1.2
44483.38,1.2
44483.42,1.2
44483.46,1.2
44483.5,1.2
44483.54,1.2
44483.58,1.2
44483.62,1.2
44483.67,1.2
44483.71,1.2
44483.75,1.2
44483.79,1.2
44483.83,1.2
44483.88,1.2
44483.92,1.2
44483.96,1.2
44484,1.2
44484.04,1.2
44484.08,1.2
44484.12,1.2
44484.17,1.2
44484.21,1.2
44484.25,1.2
44484.29,1.2
44484.33,1.2
44484.38,1.2
44484.42,1.2
44484.46,1.2
44484.5,1.2
44484.54,1.2
44484.58,1.2
44484.62,1.2
44484.67,1.2
44484.71,1.2
44484.75,1.2
44484.79,1.2
44484.83,1.2
44484.88,1.2
44484.92,1.2
44484.96,1.2
44485,1.2
44485.04,1.2
44485.08,1.2
44485.12,1.2
44485.17,1.2
44485.21,1.2
44485.25,1.2
44485.29,1.2
44485.33,1.2
44485.38,1.2
44485.42,1.2
44485.46,1.2
44485.5,1.2
44485.54,1.2
44485.58,1.2
44485.62,1.2
44485.67,1.2
44485.71,1.2
44485.75,1.2
44485.79,1.2
44485.83,1.2
44485.88,1.2
44485.92,1.2
44485.96,1.2
44486,1.2
44486.04,1.2
44486.08,1.2
44486.12,1.2
44486.17,1.2
44486.21,1.2
44486.25,1.2
44486.29,1.2
44486.33,1.2
44486.38,1.2
44486.42,1.2
44486.46,1.2
44486.5,1.2
44486.54,1.2
44486.58,1.2
44486.62,1.2
44486.67,1.2
44486.71,1.2
44486.75,1.2
44486.79,1.2
44486.83,1.2
44486.88,1.2
44486.92,1.2
44486.96,1.2
44487,1.2
44487.04,1.2
44487.08,1.2
44487.12,1.2
44487.17,1.2
44487.21,1.2
44487.25,1.2
44487.29,1.2
44487.33,1.2
44487.38,1.2
44487.42,1.2
44487.46,1.2
44487.5,1.2
44487.54,1.2
44487.58,1.2
44487.62,1.2
44487.67,1.2
44487.71,1.2
44487.75,1.2
44487.79,1.2
44487.83,1.2
44487.88,1.2
44487.92,1.2
44487.96,1.2
44488,1.2
44488.04,1.2
44488.08,1.2
44488.12,1.2
44488.17,1.2
44488.21,1.2
44488.25,1.2
44488.29,1.2
44488.33,1.2
44488.38,1.2
44488.42,1.2
44488.46,1.2
44488.5,1.2
44488.54,1.2
44488.58,1.2
44488.62,1.2
44488.67,1.2
44488.71,1.2
44488.75,1.2
44488.79,1.2
44488.83,1.2
44488.88,1.2
44488.92,1.2
44488.96,1.2
44489,1.2
44489.04,1.2
44489.08,1.2
44489.12,1.2
44489.17,1.2
44489.21,1.2
44489.25,1.2
44489.29,1.2
44489.33,1.2
44489.38,1.2
44489.42,1.2
44489.46,1.2
44489.5,1.2
44489.54,1.2
44489.58,1.2
44489.62,1.2
44489.67,1.2
44489.71,1.2
44489.75,1.2
44489.79,1.2
44489.83,1.2
44489.88,1.2
44489.92,1.2
44489.96,1.2
44490,1.2
44490.04,1.2
44490.08,1.2
44490.12,1.2
44490.17,1.2
44490.21,1.2
44490.25,1.2
44490.29,1.2
44490.33,1.2
44490.38,1.2
44490.42,1.2
44490.46,1.2
44490.5,1.2
44490.54,1.2
44490.58,1.2
44490.62,1.2
44490.67,1.2
44490.71,1.2
44490.75,1.2
44490.79,1.2
44490.83,1.2
44490.88,1.2
44490.92,1.2
44490.96,1.2
44491,1.2
44491.04,1.2
44491.08,1.2
44491.12,1.2
44491.17,1.2
44491.21,1.2
44491.25,1.2
44491.29,1.2
44491.33,1.2
44491.38,1.2
44491.42,1.2
44491.46,1.2
44491.5,1.2
44491.54,1.2
44491.58,1.2
44491.62,1.2
44491.67,1.2
44491.71,1.2
44491.75,1.2
44491.79,1.2
44491.83,1.2
44491.88,1.2
44491.92,1.2
44491.96,1.2
44492,1.2
44492.04,1.2
44492.08,1.2
44492.12,1.2
44492.17,1.2
44492.21,1.2
44492.25,1.2
44492.29,1.2
44492.33,1.2
44492.38,1.2
44492.42,1.2
44492.46,1.2
44492.5,1.2
44492.54,1.2
44492.58,1.2
44492.62,1.2
44492.67,1.2
44492.71,1.2
44492.75,1.2
44492.79,1.2
44492.83,1.2
44492.88,1.2
44492.92,1.2
44492.96,1.2
44493,1.2
44493.04,1.2
44493.08,1.2
44493.12,1.2
44493.17,1.2
44493.21,1.2
44493.25,1.2
44493.29,1.2
44493.33,1.2
44493.38,1.2
44493.42,1.2
44493.46,1.2
44493.5,1.2
44493.54,1.2
44493.58,1.2
44493.62,1.2
44493.67,1.2
44493.71,1.2
44493.75,1.2
44493.79,1.2
44493.83,1.2
44493.88,1.2
44493.92,1.2
44493.96,1.2
44494,1.2
44494.04,1.2
44494.08,1.2
44494.12,1.2
44494.17,1.2
44494.21,1.2
44494.25,1.2
44494.29,1.2
44494.33,1.2
44494.38,1.2
44494.42,1.2
44494.46,1.2
44494.5,1.2
44494.54,1.2
44494.58,1.2
44494.62,1.2
44494.67,1.2
44494.71,1.2
44494.75,1.2
44494.79,1.2
44494.83,1.2
44494.88,1.2
44494.92,1.2
44494.96,1.2
44495,1.2
44495.04,1.2
44495.08,1.2
44495.12,1.2
44495.17,1.2
44495.21,1.2
44495.25,1.2
44495.29,1.2
44495.33,1.2
44495.38,1.2
44495.42,1.2
44495.46,1.2
44495.5,1.2
44495.54,1.2
44495.58,1.2
44495.62,1.2
44495.67,1.2
44495.71,1.2
44495.75,1.2
44495.79,1.2
44495.83,1.2
44495.88,1.2
44495.92,1.2
44495.96,1.2
44496,1.2
44496.04,1.2
44496.08,1.2
44496.12,1.2
44496.17,1.2
44496.21,1.2
44496.25,1.2
44496.29,1.2
44496.33,1.2
44496.38,1.2
44496.42,1.2
44496.46,1.2
44496.5,1.2
44496.54,1.2
44496.58,1.2
44496.62,1.2
44496.67,1.2
44496.71,1.2
44496.75,1.2
44496.79,1.2
44496.83,1.2
44496.88,1.2
44496.92,1.2
44496.96,1.2
44497,1.2
44497.04,1.2
44497.08,1.2
44497.12,1.2
44497.17,1.2
44497.21,1.2
44497.25,1.2
44497.29,1.2
44497.33,1.2
44497.38,1.2
44497.42,1.2
44497.46,1.2
44497.5,1.2
44497.54,1.2
44497.58,1.2
44497.62,1.2
44497.67,1.2
44497.71,1.2
44497.75,1.2
44497.79,1.2
44497.83,1.2
44497.88,1.2
44497.92,1.2
44497.96,1.2
44498,1.2
44498.04,1.2
44498.08,1.2
44498.12,1.2
44498.17,1.2
44498.21,1.2
44498.25,1.2
44498.29,1.2
44498.33,1.2
44498.38,1.2
44498.42,1.2
44498.46,1.2
44498.5,1.2
44498.54,1.2
44498.58,1.2
44498.62,1.2
44498.67,1.2
44498.71,1.2
44498.75,1.2
44498.79,1.2
44498.83,1.2
44498.88,1.2
44498.92,1.2
44498.96,1.2
44499,1.2
44499.04,1.2
44499.08,1.2
44499.12,1.2
44499.17,1.2
44499.21,1.2
44499.25,1.2
44499.29,1.2
44499.33,1.2
44499.38,1.2
44499.42,1.2
44499.46,1.2
44499.5,1.2
44499.54,1.2
44499.58,1.2
44499.62,1.2
44499.67,1.2
44499.71,1.2
44499.75,1.2
44499.79,1.2
44499.83,1.2
44499.88,1.2
44499.92,1.2
44499.96,1.2
44500,1.2
44500.04,1.2
44500.08,1.2
44500.12,1.2
44500.17,1.2
44500.21,1.2
44500.25,1.2
44500.29,1.2
44500.33,1.2
44500.38,1.2
44500.42,1.2
44500.46,1.2
44500.5,1.2
44500.54,1.2
44500.58,1.2
44500.62,1.2
44500.67,1.2
44500.71,1.2
44500.75,1.2
44500.79,1.2
44500.83,1.2
44500.88,1.2
44500.92,1.2
44500.96,1.2
44501,1.2
44501.04,1.2
44501.08,1.2
44501.12,1.2
44501.17,1.2
44501.21,1.2
44501.25,1.2
44501.29,1.2
44501.33,1.2
44501.38,1.2
44501.42,1.2
44501.46,1.2
44501.5,1.2
44501.54,1.2
44501.58,1.2
44501.62,1.2
44501.67,1.2
44501.71,1.2
44501.75,1.2
44501.79,1.2
44501.83,1.2
44501.88,1.2
44501.92,1.2
44501.96,1.2
44502,1.2
44502.04,1.2
44502.08,1.2
44502.12,1.2
44502.17,1.2
44502.21,1.2
44502.25,1.2
44502.29,1.2
44502.33,1.2
44502.38,1.2
44502.42,1.2
44502.46,1.2
44502.5,1.2
44502.54,1.2
44502.58,1.2
44502.62,1.2
44502.67,1.2
44502.71,1.2
44502.75,1.2
44502.79,1.2
44502.83,1.2
44502.88,1.2
44502.92,1.2
44502.96,1.2
44503,1.2
44503.04,1.2
44503.08,1.2
44503.12,1.2
44503.17,1.2
44503.21,1.2
44503.25,1.2
44503.29,1.2
44503.33,1.2
44503.38,1.2
44503.42,1.2
44503.46,1.2
44503.5,1.2
44503.54,1.2
44503.58,1.2
44503.62,1.2
44503.67,1.2
44503.71,1.2
44503.75,1.2
44503.79,1.2
44503.83,1.2
44503.88,1.2
44503.92,1.2
44503.96,1.2
44504,1.2
44504.04,1.2
44504.08,1.2
44504.12,1.2
44504.17,1.2
44504.21,1.2
44504.25,1.2
44504.29,1.2
44504.33,1.2
44504.38,1.2
44504.42,1.2
44504.46,1.2
44504.5,1.2
44504.54,1.2
44504.58,1.2
44504.62,1.2
44504.67,1.2
44504.71,1.2
44504.75,1.2
44504.79,1.2
44504.83,1.2
44504.88,1.2
44504.92,1.2
44504.96,1.2
44505,1.2
44505.04,1.2
44505.08,1.2
44505.12,1.2
44505.17,1.2
44505.21,1.2
44505.25,1.2
44505.29,1.2
44505.33,1.2
44505.38,1.2
44505.42,1.2
44505.46,1.2
44505.5,1.2
44505.54,1.2
44505.58,1.2
44505.62,1.2
44505.67,1.2
44505.71,1.2
44505.75,1.2
44505.79,1.2
44505.83,1.2
44505.88,1.2
44505.92,1.2
44505.96,1.2
44506,1.2
44506.04,1.2
44506.08,1.2
44506.12,1.2
44506.17,1.2
44506.21,1.2
44506.25,1.2
44506.29,1.2
44506.33,1.2
44506.38,1.2
44506.42,1.2
44506.46,1.2
44506.5,1.2
44506.54,1.2
44506.58,1.2
44506.62,1.2
44506.67,1.2
44506.71,1.2
44506.75,1.2
44506.79,1.2
44506.83,1.2
44506.88,1.2
44506.92,1.2
44506.96,1.2
44507,1.2
44507.04,1.2
44507.08,1.2
44507.12,1.2
44507.17,1.2
44507.21,1.2
44507.25,1.2
44507.29,1.2
44507.33,1.2
44507.38,1.2
44507.42,1.2
44507.46,1.2
44507.5,1.2
44507.54,1.2
44507.58,1.2
44507.62,1.2
44507.67,1.2
44507.71,1.2
44507.75,1.2
44507.79,1.2
44507.83,1.2
44507.88,1.2
44507.92,1.2
44507.96,1.2
44508,1.2
44508.04,1.2
44508.08,1.2
44508.12,1.2
44508.17,1.2
44508.21,1.2
44508.25,1.2
44508.29,1.2
44508.33,1.2
44508.38,1.2
44508.42,1.2
44508.46,1.2
44508.5,1.2
44508.54,1.2
44508.58,1.2
44508.62,1.2
44508.67,1.2
44508.71,1.2
44508.75,1.2
44508.79,1.2
44508.83,1.2
44508.88,1.2
44508.92,1.2
44508.96,1.2
44509,1.2
44509.04,1.2
44509.08,1.2
44509.12,1.2
44509.17,1.2
44509.21,1.2
44509.25,1.2
44509.29,1.2
44509.33,1.2
44509.38,1.2
44509.42,1.2
44509.46,1.2
44509.5,1.2
44509.54,1.2
44509.58,1.2
44509.62,1.2
44509.67,1.2
44509.71,1.2
44509.75,1.2
44509.79,1.2
44509.83,1.2
44509.88,1.2
44509.92,1.2
44509.96,1.2
44510,1.2
44510.04,1.2
44510.08,1.2
44510.12,1.2
44510.17,1.2
44510.21,1.2
44510.25,1.2
44510.29,1.2
44510.33,1.2
44510.38,1.2
44510.42,1.2
44510.46,1.2
44510.5,1.2
44510.54,1.2
44510.58,1.2
44510.62,1.2
44510.67,1.2
44510.71,1.2
44510.75,1.2
44510.79,1.2
44510.83,1.2
44510.88,1.2
44510.92,1.2
44510.96,1.2
44511,1.2
44511.04,1.2
44511.08,1.2
44511.12,1.2
44511.17,1.2
44511.21,1.2
44511.25,1.2
44511.29,1.2
44511.33,1.2
44511.38,1.2
44511.42,1.2
44511.46,1.2
44511.5,1.2
44511.54,1.2
44511.58,1.2
44511.62,1.2
44511.67,1.2
44511.71,1.2
44511.75,1.2
44511.79,1.2
44511.83,1.2
44511.88,1.2
44511.92,1.2
44511.96,1.2
44512,1.2
44512.04,1.2
44512.08,1.2
44512.12,1.2
44512.17,1.2
44512.21,1.2
44512.25,1.2
44512.29,1.2
44512.33,1.2
44512.38,1.2
44512.42,1.2
44512.46,1.2
44512.5,1.2
44512.54,1.2
44512.58,1.2
44512.62,1.2
44512.67,1.2
44512.71,1.2
44512.75,1.2
44512.79,1.2
44512.83,1.2
44512.88,1.2
44512.92,1.2
44512.96,1.2
44513,1.2
44513.04,1.2
44513.08,1.2
44513.12,1.2
44513.17,1.2
44513.21,1.2
44513.25,1.2
44513.29,1.2
44513.33,1.2
44513.38,1.2
44513.42,1.2
44513.46,1.2
44513.5,1.2
44513.54,1.2
44513.58,1.2
44513.62,1.2
44513.67,1.2
44513.71,1.2
44513.75,1.2
44513.79,1.2
44513.83,1.2
44513.88,1.2
44513.92,1.2
44513.96,1.2
44514,1.2
44514.04,1.2
44514.08,1.2
44514.12,1.2
44514.17,1.2
44514.21,1.2
44514.25,1.2
44514.29,1.2
44514.33,1.2
44514.38,1.2
44514.42,1.2
44514.46,1.2
44514.5,1.2
44514.54,1.2
44514.58,1.2
44514.62,1.2
44514.67,1.2
44514.71,1.2
44514.75,1.2
44514.79,1.2
44514.83,1.2
44514.88,1.2
44514.92,1.2
44514.96,1.2
44515,1.2
44515.04,1.2
44515.08,1.2
44515.12,1.2
44515.17,1.2
44515.21,1.2
44515.25,1.2
44515.29,1.2
44515.33,1.2
44515.38,1.2
44515.42,1.2
44515.46,1.2
44515.5,1.2
44515.54,1.2
44515.58,1.2
44515.62,1.2
44515.67,1.2
44515.71,1.2
44515.75,1.2
44515.79,1.2
44515.83,1.2
44515.88,1.2
44515.92,1.2
44515.96,1.2
44516,1.2
44516.04,1.2
44516.08,1.2
44516.12,1.2
44516.17,1.2
44516.21,1.2
44516.25,1.2
44516.29,1.2
44516.33,1.2
44516.38,1.2
44516.42,1.2
44516.46,1.2
44516.5,1.2
44516.54,1.2
44516.58,1.2
44516.62,1.2
44516.67,1.2
44516.71,1.2
44516.75,1.2
44516.79,1.2
44516.83,1.2
44516.88,1.2
44516.92,1.2
44516.96,1.2
44517,1.2
44517.04,1.2
44517.08,1.2
44517.12,1.2
44517.17,1.2
44517.21,1.2
44517.25,1.2
44517.29,1.2
44517.33,1.2
44517.38,1.2
44517.42,1.2
44517.46,1.2
44517.5,1.2
44517.54,1.2
44517.58,1.2
44517.62,1.2
44517.67,1.2
44517.71,1.2
44517.75,1.2
44517.79,1.2
44517.83,1.2
44517.88,1.2
44517.92,1.2
44517.96,1.2
44518,1.2
44518.04,1.2
44518.08,1.2
44518.12,1.2
44518.17,1.2
44518.21,1.2
44518.25,1.2
44518.29,1.2
44518.33,1.2
44518.38,1.2
44518.42,1.2
44518.46,1.2
44518.5,1.2
44518.54,1.2
44518.58,1.2
44518.62,1.2
44518.67,1.2
44518.71,1.2
44518.75,1.2
44518.79,1.2
44518.83,1.2
44518.88,1.2
44518.92,1.2
44518.96,1.2
44519,1.2
44519.04,1.2
44519.08,1.2
44519.12,1.2
44519.17,1.2
44519.21,1.2
44519.25,1.2
44519.29,1.2
44519.33,1.2
44519.38,1.2
44519.42,1.2
44519.46,1.2
44519.5,1.2
44519.54,1.2
44519.58,1.2
44519.62,1.2
44519.67,1.2
44519.71,1.2
44519.75,1.2
44519.79,1.2
44519.83,1.2
44519.88,1.2
44519.92,1.2
44519.96,1.2
44520,1.2
44520.04,1.2
44520.08,1.2
44520.12,1.2
44520.17,1.2
44520.21,1.2
44520.25,1.2
44520.29,1.2
44520.33,1.2
44520.38,1.2
44520.42,1.2
44520.46,1.2
44520.5,1.2
44520.54,1.2
44520.58,1.2
44520.62,1.2
44520.67,1.2
44520.71,1.2
44520.75,1.2
44520.79,1.2
44520.83,1.2
44520.88,1.2
44520.92,1.2
44520.96,1.2
44521,1.2
44521.04,1.2
44521.08,1.2
44521.12,1.2
44521.17,1.2
44521.21,1.2
44521.25,1.2
44521.29,1.2
44521.33,1.2
44521.38,1.2
44521.42,1.2
44521.46,1.2
44521.5,1.2
44521.54,1.2
44521.58,1.2
44521.62,1.2
44521.67,1.2
44521.71,1.2
44521.75,1.2
44521.79,1.2
44521.83,1.2
44521.88,1.2
44521.92,1.2
44521.96,1.2
44522,1.2
44522.04,1.2
44522.08,1.2
44522.12,1.2
44522.17,1.2
44522.21,1.2
44522.25,1.2
44522.29,1.2
44522.33,1.2
44522.38,1.2
44522.42,1.2
44522.46,1.2
44522.5,1.2
44522.54,1.2
44522.58,1.2
44522.62,1.2
44522.67,1.2
44522.71,1.2
44522.75,1.2
44522.79,1.2
44522.83,1.2
44522.88,1.2
44522.92,1.2
44522.96,1.2
44523,1.2
44523.04,1.2
44523.08,1.2
44523.12,1.2
44523.17,1.2
44523.21,1.2
