$,
XXH,
JDAY,DGP
44327.25,1.2
44327.29,1.2
44327.33,1.2
44327.38,1.2
44327.42,1.2
44327.46,1.2
44327.5,1.2
44327.54,1.2
44327.58,1.2
44327.62,1.2
44327.67,1.2
44327.71,1.2
44327.75,1.2
44327.79,1.2
44327.83,1.2
44327.88,1.2
44327.92,1.2
44327.96,1.2
44328,1.2
44328.04,1.2
44328.08,1.2
44328.12,1.2
44328.17,1.2
44328.21,1.2
44328.25,1.2
44328.29,1.2
44328.33,1.2
44328.38,1.2
44328.42,1.2
44328.46,1.2
44328.5,1.2
44328.54,1.2
44328.58,1.2
44328.62,1.2
44328.67,1.2
44328.71,1.2
44328.75,1.2
44328.79,1.2
44328.83,1.2
44328.88,1.2
44328.92,1.2
44328.96,1.2
44329,1.2
44329.04,1.2
44329.08,1.2
44329.12,1.2
44329.17,1.2
44329.21,1.2
44329.25,1.2
44329.29,1.2
44329.33,1.2
44329.38,1.2
44329.42,1.2
44329.46,1.2
44329.5,1.2
44329.54,1.2
44329.58,1.2
44329.62,1.2
44329.67,1.2
44329.71,1.2
44329.75,1.2
44329.79,1.2
44329.83,1.2
44329.88,1.2
44329.92,1.2
44329.96,1.2
44330,1.2
44330.04,1.2
44330.08,1.2
44330.12,1.2
44330.17,1.2
44330.21,1.2
44330.25,1.2
44330.29,1.2
44330.33,1.2
44330.38,1.2
44330.42,1.2
44330.46,1.2
44330.5,1.2
44330.54,1.2
44330.58,1.2
44330.62,1.2
44330.67,1.2
44330.71,1.2
44330.75,1.2
44330.79,1.2
44330.83,1.2
44330.88,1.2
44330.92,1.2
44330.96,1.2
44331,1.2
44331.04,1.2
44331.08,1.2
44331.12,1.2
44331.17,1.2
44331.21,1.2
44331.25,1.2
44331.29,1.2
44331.33,1.2
44331.38,1.2
44331.42,1.2
44331.46,1.2
44331.5,1.2
44331.54,1.2
44331.58,1.2
44331.62,1.2
44331.67,1.2
44331.71,1.2
44331.75,1.2
44331.79,1.2
44331.83,1.2
44331.88,1.2
44331.92,1.2
44331.96,1.2
44332,1.2
44332.04,1.2
44332.08,1.2
44332.12,1.2
44332.17,1.2
44332.21,1.2
44332.25,1.2
44332.29,1.2
44332.33,1.2
44332.38,1.2
44332.42,1.2
44332.46,1.2
44332.5,1.2
44332.54,1.2
44332.58,1.2
44332.62,1.2
44332.67,1.2
44332.71,1.2
44332.75,1.2
44332.79,1.2
44332.83,1.2
44332.88,1.2
44332.92,1.2
44332.96,1.2
44333,1.2
44333.04,1.2
44333.08,1.2
44333.12,1.2
44333.17,1.2
44333.21,1.2
44333.25,1.2
44333.29,1.2
44333.33,1.2
44333.38,1.2
44333.42,1.2
44333.46,1.2
44333.5,1.2
44333.54,1.2
44333.58,1.2
44333.62,1.2
44333.67,1.2
44333.71,1.2
44333.75,1.2
44333.79,1.2
44333.83,1.2
44333.88,1.2
44333.92,1.2
44333.96,1.2
44334,1.2
44334.04,1.2
44334.08,1.2
44334.12,1.2
44334.17,1.2
44334.21,1.2
44334.25,1.2
44334.29,1.2
44334.33,1.2
44334.38,1.2
44334.42,1.2
44334.46,1.2
44334.5,1.2
44334.54,1.2
44334.58,1.2
44334.62,1.2
44334.67,1.2
44334.71,1.2
44334.75,1.2
44334.79,1.2
44334.83,1.2
44334.88,1.2
44334.92,1.2
44334.96,1.2
44335,1.2
44335.04,1.2
44335.08,1.2
44335.12,1.2
44335.17,1.2
44335.21,1.2
44335.25,1.2
44335.29,1.2
44335.33,1.2
44335.38,1.2
44335.42,1.2
44335.46,1.2
44335.5,1.2
44335.54,1.2
44335.58,1.2
44335.62,1.2
44335.67,1.2
44335.71,1.2
44335.75,1.2
44335.79,1.2
44335.83,1.2
44335.88,1.2
44335.92,1.2
44335.96,1.2
44336,1.2
44336.04,1.2
44336.08,1.2
44336.12,1.2
44336.17,1.2
44336.21,1.2
44336.25,1.2
44336.29,1.2
44336.33,1.2
44336.38,1.2
44336.42,1.2
44336.46,1.2
44336.5,1.2
44336.54,1.2
44336.58,1.2
44336.62,1.2
44336.67,1.2
44336.71,1.2
44336.75,1.2
44336.79,1.2
44336.83,1.2
44336.88,1.2
44336.92,1.2
44336.96,1.2
44337,1.2
44337.04,1.2
44337.08,1.2
44337.12,1.2
44337.17,1.2
44337.21,1.2
44337.25,1.2
44337.29,1.2
44337.33,1.2
44337.38,1.2
44337.42,1.2
44337.46,1.2
44337.5,1.2
44337.54,1.2
44337.58,1.2
44337.62,1.2
44337.67,1.2
44337.71,1.2
44337.75,1.2
44337.79,1.2
44337.83,1.2
44337.88,1.2
44337.92,1.2
44337.96,1.2
44338,1.2
44338.04,1.2
44338.08,1.2
44338.12,1.2
44338.17,1.2
44338.21,1.2
44338.25,1.2
44338.29,1.2
44338.33,1.2
44338.38,1.2
44338.42,1.2
44338.46,1.2
44338.5,1.2
44338.54,1.2
44338.58,1.2
44338.62,1.2
44338.67,1.2
44338.71,1.2
44338.75,1.2
44338.79,1.2
44338.83,1.2
44338.88,1.2
44338.92,1.2
44338.96,1.2
44339,1.2
44339.04,1.2
44339.08,1.2
44339.12,1.2
44339.17,1.2
44339.21,1.2
44339.25,1.2
44339.29,1.2
44339.33,1.2
44339.38,1.2
44339.42,1.2
44339.46,1.2
44339.5,1.2
44339.54,1.2
44339.58,1.2
44339.62,1.2
44339.67,1.2
44339.71,1.2
44339.75,1.2
44339.79,1.2
44339.83,1.2
44339.88,1.2
44339.92,1.2
44339.96,1.2
44340,1.2
44340.04,1.2
44340.08,1.2
44340.12,1.2
44340.17,1.2
44340.21,1.2
44340.25,1.2
44340.29,1.2
44340.33,1.2
44340.38,1.2
44340.42,1.2
44340.46,1.2
44340.5,1.2
44340.54,1.2
44340.58,1.2
44340.62,1.2
44340.67,1.2
44340.71,1.2
44340.75,1.2
44340.79,1.2
44340.83,1.2
44340.88,1.2
44340.92,1.2
44340.96,1.2
44341,1.2
44341.04,1.2
44341.08,1.2
44341.12,1.2
44341.17,1.2
44341.21,1.2
44341.25,1.2
44341.29,1.2
44341.33,1.2
44341.38,1.2
44341.42,1.2
44341.46,1.2
44341.5,1.2
44341.54,1.2
44341.58,1.2
44341.62,1.2
44341.67,1.2
44341.71,1.2
44341.75,1.2
44341.79,1.2
44341.83,1.2
44341.88,1.2
44341.92,1.2
44341.96,1.2
44342,1.2
44342.04,1.2
44342.08,1.2
44342.12,1.2
44342.17,1.2
44342.21,1.2
44342.25,1.2
44342.29,1.2
44342.33,1.2
44342.38,1.2
44342.42,1.2
44342.46,1.2
44342.5,1.2
44342.54,1.2
44342.58,1.2
44342.62,1.2
44342.67,1.2
44342.71,1.2
44342.75,1.2
44342.79,1.2
44342.83,1.2
44342.88,1.2
44342.92,1.2
44342.96,1.2
44343,1.2
44343.04,1.2
44343.08,1.2
44343.12,1.2
44343.17,1.2
44343.21,1.2
44343.25,1.2
44343.29,1.2
44343.33,1.2
44343.38,1.2
44343.42,1.2
44343.46,1.2
44343.5,1.2
44343.54,1.2
44343.58,1.2
44343.62,1.2
44343.67,1.2
44343.71,1.2
44343.75,1.2
44343.79,1.2
44343.83,1.2
44343.88,1.2
44343.92,1.2
44343.96,1.2
44344,1.2
44344.04,1.2
44344.08,1.2
44344.12,1.2
44344.17,1.2
44344.21,1.2
44344.25,1.2
44344.29,1.2
44344.33,1.2
44344.38,1.2
44344.42,1.2
44344.46,1.2
44344.5,1.2
44344.54,1.2
44344.58,1.2
44344.62,1.2
44344.67,1.2
44344.71,1.2
44344.75,1.2
44344.79,1.2
44344.83,1.2
44344.88,1.2
44344.92,1.2
44344.96,1.2
44345,1.2
44345.04,1.2
44345.08,1.2
44345.12,1.2
44345.17,1.2
44345.21,1.2
44345.25,1.2
44345.29,1.2
44345.33,1.2
44345.38,1.2
44345.42,1.2
44345.46,1.2
44345.5,1.2
44345.54,1.2
44345.58,1.2
44345.62,1.2
44345.67,1.2
44345.71,1.2
44345.75,1.2
44345.79,1.2
44345.83,1.2
44345.88,1.2
44345.92,1.2
44345.96,1.2
44346,1.2
44346.04,1.2
44346.08,1.2
44346.12,1.2
44346.17,1.2
44346.21,1.2
44346.25,1.2
44346.29,1.2
44346.33,1.2
44346.38,1.2
44346.42,1.2
44346.46,1.2
44346.5,1.2
44346.54,1.2
44346.58,1.2
44346.62,1.2
44346.67,1.2
44346.71,1.2
44346.75,1.2
44346.79,1.2
44346.83,1.2
44346.88,1.2
44346.92,1.2
44346.96,1.2
44347,1.2
44347.04,1.2
44347.08,1.2
44347.12,1.2
44347.17,1.2
44347.21,1.2
44347.25,1.2
44347.29,1.2
44347.33,1.2
44347.38,1.2
44347.42,1.2
44347.46,1.2
44347.5,1.2
44347.54,1.2
44347.58,1.2
44347.62,1.2
44347.67,1.2
44347.71,1.2
44347.75,1.2
44347.79,1.2
44347.83,1.2
44347.88,1.2
44347.92,1.2
44347.96,1.2
44348,1.2
44348.04,1.2
44348.08,1.2
44348.12,1.2
44348.17,1.2
44348.21,1.2
44348.25,1.2
44348.29,1.2
44348.33,1.2
44348.38,1.2
44348.42,1.2
44348.46,1.2
44348.5,1.2
44348.54,1.2
44348.58,1.2
44348.62,1.2
44348.67,1.2
44348.71,1.2
44348.75,1.2
44348.79,1.2
44348.83,1.2
44348.88,1.2
44348.92,1.2
44348.96,1.2
44349,1.2
44349.04,1.2
44349.08,1.2
44349.12,1.2
44349.17,1.2
44349.21,1.2
44349.25,1.2
44349.29,1.2
44349.33,1.2
44349.38,1.2
44349.42,1.2
44349.46,1.2
44349.5,1.2
44349.54,1.2
44349.58,1.2
44349.62,1.2
44349.67,1.2
44349.71,1.2
44349.75,1.2
44349.79,1.2
44349.83,1.2
44349.88,1.2
44349.92,1.2
44349.96,1.2
44350,1.2
44350.04,1.2
44350.08,1.2
44350.12,1.2
44350.17,1.2
44350.21,1.2
44350.25,1.2
44350.29,1.2
44350.33,1.2
44350.38,1.2
44350.42,1.2
44350.46,1.2
44350.5,1.2
44350.54,1.2
44350.58,1.2
44350.62,1.2
44350.67,1.2
44350.71,1.2
44350.75,1.2
44350.79,1.2
44350.83,1.2
44350.88,1.2
44350.92,1.2
44350.96,1.2
44351,1.2
44351.04,1.2
44351.08,1.2
44351.12,1.2
44351.17,1.2
44351.21,1.2
44351.25,1.2
44351.29,1.2
44351.33,1.2
44351.38,1.2
44351.42,1.2
44351.46,1.2
44351.5,1.2
44351.54,1.2
44351.58,1.2
44351.62,1.2
44351.67,1.2
44351.71,1.2
44351.75,1.2
44351.79,1.2
44351.83,1.2
44351.88,1.2
44351.92,1.2
44351.96,1.2
44352,1.2
44352.04,1.2
44352.08,1.2
44352.12,1.2
44352.17,1.2
44352.21,1.2
44352.25,1.2
44352.29,1.2
44352.33,1.2
44352.38,1.2
44352.42,1.2
44352.46,1.2
44352.5,1.2
44352.54,1.2
44352.58,1.2
44352.62,1.2
44352.67,1.2
44352.71,1.2
44352.75,1.2
44352.79,1.2
44352.83,1.2
44352.88,1.2
44352.92,1.2
44352.96,1.2
44353,1.2
44353.04,1.2
44353.08,1.2
44353.12,1.2
44353.17,1.2
44353.21,1.2
44353.25,1.2
44353.29,1.2
44353.33,1.2
44353.38,1.2
44353.42,1.2
44353.46,1.2
44353.5,1.2
44353.54,1.2
44353.58,1.2
44353.62,1.2
44353.67,1.2
44353.71,1.2
44353.75,1.2
44353.79,1.2
44353.83,1.2
44353.88,1.2
44353.92,1.2
44353.96,1.2
44354,1.2
44354.04,1.2
44354.08,1.2
44354.12,1.2
44354.17,1.2
44354.21,1.2
44354.25,1.2
44354.29,1.2
44354.33,1.2
44354.38,1.2
44354.42,1.2
44354.46,1.2
44354.5,1.2
44354.54,1.2
44354.58,1.2
44354.62,1.2
44354.67,1.2
44354.71,1.2
44354.75,1.2
44354.79,1.2
44354.83,1.2
44354.88,1.2
44354.92,1.2
44354.96,1.2
44355,1.2
44355.04,1.2
44355.08,1.2
44355.12,1.2
44355.17,1.2
44355.21,1.2
44355.25,1.2
44355.29,1.2
44355.33,1.2
44355.38,1.2
44355.42,1.2
44355.46,1.2
44355.5,1.2
44355.54,1.2
44355.58,1.2
44355.62,1.2
44355.67,1.2
44355.71,1.2
44355.75,1.2
44355.79,1.2
44355.83,1.2
44355.88,1.2
44355.92,1.2
44355.96,1.2
44356,1.2
44356.04,1.2
44356.08,1.2
44356.12,1.2
44356.17,1.2
44356.21,1.2
44356.25,1.2
44356.29,1.2
44356.33,1.2
44356.38,1.2
44356.42,1.2
44356.46,1.2
44356.5,1.2
44356.54,1.2
44356.58,1.2
44356.62,1.2
44356.67,1.2
44356.71,1.2
44356.75,1.2
44356.79,1.2
44356.83,1.2
44356.88,1.2
44356.92,1.2
44356.96,1.2
44357,1.2
44357.04,1.2
44357.08,1.2
44357.12,1.2
44357.17,1.2
44357.21,1.2
44357.25,1.2
44357.29,1.2
44357.33,1.2
44357.38,1.2
44357.42,1.2
44357.46,1.2
44357.5,1.2
44357.54,1.2
44357.58,1.2
44357.62,1.2
44357.67,1.2
44357.71,1.2
44357.75,1.2
44357.79,1.2
44357.83,1.2
44357.88,1.2
44357.92,1.2
44357.96,1.2
44358,1.2
44358.04,1.2
44358.08,1.2
44358.12,1.2
44358.17,1.2
44358.21,1.2
44358.25,1.2
44358.29,1.2
44358.33,1.2
44358.38,1.2
44358.42,1.2
44358.46,1.2
44358.5,1.2
44358.54,1.2
44358.58,1.2
44358.62,1.2
44358.67,1.2
44358.71,1.2
44358.75,1.2
44358.79,1.2
44358.83,1.2
44358.88,1.2
44358.92,1.2
44358.96,1.2
44359,1.2
44359.04,1.2
44359.08,1.2
44359.12,1.2
44359.17,1.2
44359.21,1.2
44359.25,1.2
44359.29,1.2
44359.33,1.2
44359.38,1.2
44359.42,1.2
44359.46,1.2
44359.5,1.2
44359.54,1.2
44359.58,1.2
44359.62,1.2
44359.67,1.2
44359.71,1.2
44359.75,1.2
44359.79,1.2
44359.83,1.2
44359.88,1.2
44359.92,1.2
44359.96,1.2
44360,1.2
44360.04,1.2
44360.08,1.2
44360.12,1.2
44360.17,1.2
44360.21,1.2
44360.25,1.2
44360.29,1.2
44360.33,1.2
44360.38,1.2
44360.42,1.2
44360.46,1.2
44360.5,1.2
44360.54,1.2
44360.58,1.2
44360.62,1.2
44360.67,1.2
44360.71,1.2
44360.75,1.2
44360.79,1.2
44360.83,1.2
44360.88,1.2
44360.92,1.2
44360.96,1.2
44361,1.2
44361.04,1.2
44361.08,1.2
44361.12,1.2
44361.17,1.2
44361.21,1.2
44361.25,1.2
44361.29,1.2
44361.33,1.2
44361.38,1.2
44361.42,1.2
44361.46,1.2
44361.5,1.2
44361.54,1.2
44361.58,1.2
44361.62,1.2
44361.67,1.2
44361.71,1.2
44361.75,1.2
44361.79,1.2
44361.83,1.2
44361.88,1.2
44361.92,1.2
44361.96,1.2
44362,1.2
44362.04,1.2
44362.08,1.2
44362.12,1.2
44362.17,1.2
44362.21,1.2
44362.25,1.2
44362.29,1.2
44362.33,1.2
44362.38,1.2
44362.42,1.2
44362.46,1.2
44362.5,1.2
44362.54,1.2
44362.58,1.2
44362.62,1.2
44362.67,1.2
44362.71,1.2
44362.75,1.2
44362.79,1.2
44362.83,1.2
44362.88,1.2
44362.92,1.2
44362.96,1.2
44363,1.2
44363.04,1.2
44363.08,1.2
44363.12,1.2
44363.17,1.2
44363.21,1.2
44363.25,1.2
44363.29,1.2
44363.33,1.2
44363.38,1.2
44363.42,1.2
44363.46,1.2
44363.5,1.2
44363.54,1.2
44363.58,1.2
44363.62,1.2
44363.67,1.2
44363.71,1.2
44363.75,1.2
44363.79,1.2
44363.83,1.2
44363.88,1.2
44363.92,1.2
44363.96,1.2
44364,1.2
44364.04,1.2
44364.08,1.2
44364.12,1.2
44364.17,1.2
44364.21,1.2
44364.25,1.2
44364.29,1.2
44364.33,1.2
44364.38,1.2
44364.42,1.2
44364.46,1.2
44364.5,1.2
44364.54,1.2
44364.58,1.2
44364.62,1.2
44364.67,1.2
44364.71,1.2
44364.75,1.2
44364.79,1.2
44364.83,1.2
44364.88,1.2
44364.92,1.2
44364.96,1.2
44365,1.2
44365.04,1.2
44365.08,1.2
44365.12,1.2
44365.17,1.2
44365.21,1.2
44365.25,1.2
44365.29,1.2
44365.33,1.2
44365.38,1.2
44365.42,1.2
44365.46,1.2
44365.5,1.2
44365.54,1.2
44365.58,1.2
44365.62,1.2
44365.67,1.2
44365.71,1.2
44365.75,1.2
44365.79,1.2
44365.83,1.2
44365.88,1.2
44365.92,1.2
44365.96,1.2
44366,1.2
44366.04,1.2
44366.08,1.2
44366.12,1.2
44366.17,1.2
44366.21,1.2
44366.25,1.2
44366.29,1.2
44366.33,1.2
44366.38,1.2
44366.42,1.2
44366.46,1.2
44366.5,1.2
44366.54,1.2
44366.58,1.2
44366.62,1.2
44366.67,1.2
44366.71,1.2
44366.75,1.2
44366.79,1.2
44366.83,1.2
44366.88,1.2
44366.92,1.2
44366.96,1.2
44367,1.2
44367.04,1.2
44367.08,1.2
44367.12,1.2
44367.17,1.2
44367.21,1.2
44367.25,1.2
44367.29,1.2
44367.33,1.2
44367.38,1.2
44367.42,1.2
44367.46,1.2
44367.5,1.2
44367.54,1.2
44367.58,1.2
44367.62,1.2
44367.67,1.2
44367.71,1.2
44367.75,1.2
44367.79,1.2
44367.83,1.2
44367.88,1.2
44367.92,1.2
44367.96,1.2
44368,1.2
44368.04,1.2
44368.08,1.2
44368.12,1.2
44368.17,1.2
44368.21,1.2
44368.25,1.2
44368.29,1.2
44368.33,1.2
44368.38,1.2
44368.42,1.2
44368.46,1.2
44368.5,1.2
44368.54,1.2
44368.58,1.2
44368.62,1.2
44368.67,1.2
44368.71,1.2
44368.75,1.2
44368.79,1.2
44368.83,1.2
44368.88,1.2
44368.92,1.2
44368.96,1.2
44369,1.2
44369.04,1.2
44369.08,1.2
44369.12,1.2
44369.17,1.2
44369.21,1.2
44369.25,1.2
44369.29,1.2
44369.33,1.2
44369.38,1.2
44369.42,1.2
44369.46,1.2
44369.5,1.2
44369.54,1.2
44369.58,1.2
44369.62,1.2
44369.67,1.2
44369.71,1.2
44369.75,1.2
44369.79,1.2
44369.83,1.2
44369.88,1.2
44369.92,1.2
44369.96,1.2
44370,1.2
44370.04,1.2
44370.08,1.2
44370.12,1.2
44370.17,1.2
44370.21,1.2
44370.25,1.2
44370.29,1.2
44370.33,1.2
44370.38,1.2
44370.42,1.2
44370.46,1.2
44370.5,1.2
44370.54,1.2
44370.58,1.2
44370.62,1.2
44370.67,1.2
44370.71,1.2
44370.75,1.2
44370.79,1.2
44370.83,1.2
44370.88,1.2
44370.92,1.2
44370.96,1.2
44371,1.2
44371.04,1.2
44371.08,1.2
44371.12,1.2
44371.17,1.2
44371.21,1.2
44371.25,1.2
44371.29,1.2
44371.33,1.2
44371.38,1.2
44371.42,1.2
44371.46,1.2
44371.5,1.2
44371.54,1.2
44371.58,1.2
44371.62,1.2
44371.67,1.2
44371.71,1.2
44371.75,1.2
44371.79,1.2
44371.83,1.2
44371.88,1.2
44371.92,1.2
44371.96,1.2
44372,1.2
44372.04,1.2
44372.08,1.2
44372.12,1.2
44372.17,1.2
44372.21,1.2
44372.25,1.2
44372.29,1.2
44372.33,1.2
44372.38,1.2
44372.42,1.2
44372.46,1.2
44372.5,1.2
44372.54,1.2
44372.58,1.2
44372.62,1.2
44372.67,1.2
44372.71,1.2
44372.75,1.2
44372.79,1.2
44372.83,1.2
44372.88,1.2
44372.92,1.2
44372.96,1.2
44373,1.2
44373.04,1.2
44373.08,1.2
44373.12,1.2
44373.17,1.2
44373.21,1.2
44373.25,1.2
44373.29,1.2
44373.33,1.2
44373.38,1.2
44373.42,1.2
44373.46,1.2
44373.5,1.2
44373.54,1.2
44373.58,1.2
44373.62,1.2
44373.67,1.2
44373.71,1.2
44373.75,1.2
44373.79,1.2
44373.83,1.2
44373.88,1.2
44373.92,1.2
44373.96,1.2
44374,1.2
44374.04,1.2
44374.08,1.2
44374.12,1.2
44374.17,1.2
44374.21,1.2
44374.25,1.2
44374.29,1.2
44374.33,1.2
44374.38,1.2
44374.42,1.2
44374.46,1.2
44374.5,1.2
44374.54,1.2
44374.58,1.2
44374.62,1.2
44374.67,1.2
44374.71,1.2
44374.75,1.2
44374.79,1.2
44374.83,1.2
44374.88,1.2
44374.92,1.2
44374.96,1.2
44375,1.2
44375.04,1.2
44375.08,1.2
44375.12,1.2
44375.17,1.2
44375.21,1.2
44375.25,1.2
44375.29,1.2
44375.33,1.2
44375.38,1.2
44375.42,1.2
44375.46,1.2
44375.5,1.2
44375.54,1.2
44375.58,1.2
44375.62,1.2
44375.67,1.2
44375.71,1.2
44375.75,1.2
44375.79,1.2
44375.83,1.2
44375.88,1.2
44375.92,1.2
44375.96,1.2
44376,1.2
44376.04,1.2
44376.08,1.2
44376.12,1.2
44376.17,1.2
44376.21,1.2
44376.25,1.2
44376.29,1.2
44376.33,1.2
44376.38,1.2
44376.42,1.2
44376.46,1.2
44376.5,1.2
44376.54,1.2
44376.58,1.2
44376.62,1.2
44376.67,1.2
44376.71,1.2
44376.75,1.2
44376.79,1.2
44376.83,1.2
44376.88,1.2
44376.92,1.2
44376.96,1.2
44377,1.2
44377.04,1.2
44377.08,1.2
44377.12,1.2
44377.17,1.2
44377.21,1.2
44377.25,1.2
44377.29,1.2
44377.33,1.2
44377.38,1.2
44377.42,1.2
44377.46,1.2
44377.5,1.2
44377.54,1.2
44377.58,1.2
44377.62,1.2
44377.67,1.2
44377.71,1.2
44377.75,1.2
44377.79,1.2
44377.83,1.2
44377.88,1.2
44377.92,1.2
44377.96,1.2
44378,1.2
44378.04,1.2
44378.08,1.2
44378.12,1.2
44378.17,1.2
44378.21,1.2
44378.25,1.2
44378.29,1.2
44378.33,1.2
44378.38,1.2
44378.42,1.2
44378.46,1.2
44378.5,1.2
44378.54,1.2
44378.58,1.2
44378.62,1.2
44378.67,1.2
44378.71,1.2
44378.75,1.2
44378.79,1.2
44378.83,1.2
44378.88,1.2
44378.92,1.2
44378.96,1.2
44379,1.2
44379.04,1.2
44379.08,1.2
44379.12,1.2
44379.17,1.2
44379.21,1.2
44379.25,1.2
44379.29,1.2
44379.33,1.2
44379.38,1.2
44379.42,1.2
44379.46,1.2
44379.5,1.2
44379.54,1.2
44379.58,1.2
44379.62,1.2
44379.67,1.2
44379.71,1.2
44379.75,1.2
44379.79,1.2
44379.83,1.2
44379.88,1.2
44379.92,1.2
44379.96,1.2
44380,1.2
44380.04,1.2
44380.08,1.2
44380.12,1.2
44380.17,1.2
44380.21,1.2
44380.25,1.2
44380.29,1.2
44380.33,1.2
44380.38,1.2
44380.42,1.2
44380.46,1.2
44380.5,1.2
44380.54,1.2
44380.58,1.2
44380.62,1.2
44380.67,1.2
44380.71,1.2
44380.75,1.2
44380.79,1.2
44380.83,1.2
44380.88,1.2
44380.92,1.2
44380.96,1.2
44381,1.2
44381.04,1.2
44381.08,1.2
44381.12,1.2
44381.17,1.2
44381.21,1.2
44381.25,1.2
44381.29,1.2
44381.33,1.2
44381.38,1.2
44381.42,1.2
44381.46,1.2
44381.5,1.2
44381.54,1.2
44381.58,1.2
44381.62,1.2
44381.67,1.2
44381.71,1.2
44381.75,1.2
44381.79,1.2
44381.83,1.2
44381.88,1.2
44381.92,1.2
44381.96,1.2
44382,1.2
44382.04,1.2
44382.08,1.2
44382.12,1.2
44382.17,1.2
44382.21,1.2
44382.25,1.2
44382.29,1.2
44382.33,1.2
44382.38,1.2
44382.42,1.2
44382.46,1.2
44382.5,1.2
44382.54,1.2
44382.58,1.2
44382.62,1.2
44382.67,1.2
44382.71,1.2
44382.75,1.2
44382.79,1.2
44382.83,1.2
44382.88,1.2
44382.92,1.2
44382.96,1.2
44383,1.2
44383.04,1.2
44383.08,1.2
44383.12,1.2
44383.17,1.2
44383.21,1.2
44383.25,1.2
44383.29,1.2
44383.33,1.2
44383.38,1.2
44383.42,1.2
44383.46,1.2
44383.5,1.2
44383.54,1.2
44383.58,1.2
44383.62,1.2
44383.67,1.2
44383.71,1.2
44383.75,1.2
44383.79,1.2
44383.83,1.2
44383.88,1.2
44383.92,1.2
44383.96,1.2
44384,1.2
44384.04,1.2
44384.08,1.2
44384.12,1.2
44384.17,1.2
44384.21,1.2
44384.25,1.2
44384.29,1.2
44384.33,1.2
44384.38,1.2
44384.42,1.2
44384.46,1.2
44384.5,1.2
44384.54,1.2
44384.58,1.2
44384.62,1.2
44384.67,1.2
44384.71,1.2
44384.75,1.2
44384.79,1.2
44384.83,1.2
44384.88,1.2
44384.92,1.2
44384.96,1.2
44385,1.2
44385.04,1.2
44385.08,1.2
44385.12,1.2
44385.17,1.2
44385.21,1.2
44385.25,1.2
44385.29,1.2
44385.33,1.2
44385.38,1.2
44385.42,1.2
44385.46,1.2
44385.5,1.2
44385.54,1.2
44385.58,1.2
44385.62,1.2
44385.67,1.2
44385.71,1.2
44385.75,1.2
44385.79,1.2
44385.83,1.2
44385.88,1.2
44385.92,1.2
44385.96,1.2
44386,1.2
44386.04,1.2
44386.08,1.2
44386.12,1.2
44386.17,1.2
44386.21,1.2
44386.25,1.2
44386.29,1.2
44386.33,1.2
44386.38,1.2
44386.42,1.2
44386.46,1.2
44386.5,1.2
44386.54,1.2
44386.58,1.2
44386.62,1.2
44386.67,1.2
44386.71,1.2
44386.75,1.2
44386.79,1.2
44386.83,1.2
44386.88,1.2
44386.92,1.2
44386.96,1.2
44387,1.2
44387.04,1.2
44387.08,1.2
44387.12,1.2
44387.17,1.2
44387.21,1.2
44387.25,1.2
44387.29,1.2
44387.33,1.2
44387.38,1.2
44387.42,1.2
44387.46,1.2
44387.5,1.2
44387.54,1.2
44387.58,1.2
44387.62,1.2
44387.67,1.2
44387.71,1.2
44387.75,1.2
44387.79,1.2
44387.83,1.2
44387.88,1.2
44387.92,1.2
44387.96,1.2
44388,1.2
44388.04,1.2
44388.08,1.2
44388.12,1.2
44388.17,1.2
44388.21,1.2
44388.25,1.2
44388.29,1.2
44388.33,1.2
44388.38,1.2
44388.42,1.2
44388.46,1.2
44388.5,1.2
44388.54,1.2
44388.58,1.2
44388.62,1.2
44388.67,1.2
44388.71,1.2
44388.75,1.2
44388.79,1.2
44388.83,1.2
44388.88,1.2
44388.92,1.2
44388.96,1.2
44389,1.2
44389.04,1.2
44389.08,1.2
44389.12,1.2
44389.17,1.2
44389.21,1.2
44389.25,1.2
44389.29,1.2
44389.33,1.2
44389.38,1.2
44389.42,1.2
44389.46,1.2
44389.5,1.2
44389.54,1.2
44389.58,1.2
44389.62,1.2
44389.67,1.2
44389.71,1.2
44389.75,1.2
44389.79,1.2
44389.83,1.2
44389.88,1.2
44389.92,1.2
44389.96,1.2
44390,1.2
44390.04,1.2
44390.08,1.2
44390.12,1.2
44390.17,1.2
44390.21,1.2
44390.25,1.2
44390.29,1.2
44390.33,1.2
44390.38,1.2
44390.42,1.2
44390.46,1.2
44390.5,1.2
44390.54,1.2
44390.58,1.2
44390.62,1.2
44390.67,1.2
44390.71,1.2
44390.75,1.2
44390.79,1.2
44390.83,1.2
44390.88,1.2
44390.92,1.2
44390.96,1.2
44391,1.2
44391.04,1.2
44391.08,1.2
44391.12,1.2
44391.17,1.2
44391.21,1.2
44391.25,1.2
44391.29,1.2
44391.33,1.2
44391.38,1.2
44391.42,1.2
44391.46,1.2
44391.5,1.2
44391.54,1.2
44391.58,1.2
44391.62,1.2
44391.67,1.2
44391.71,1.2
44391.75,1.2
44391.79,1.2
44391.83,1.2
44391.88,1.2
44391.92,1.2
44391.96,1.2
44392,1.2
44392.04,1.2
44392.08,1.2
44392.12,1.2
44392.17,1.2
44392.21,1.2
44392.25,1.2
44392.29,1.2
44392.33,1.2
44392.38,1.2
44392.42,1.2
44392.46,1.2
44392.5,1.2
44392.54,1.2
